연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,연락일자,카드종류
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,177,6,6,3,yes,2018-03-09,119
32,회사원,결혼,대졸학사,없음,없음,없음,유선전화,75,1,,0,no,2018-03-09,120
48,자영업자,이혼,대졸학사,없음,없음,없음,휴대폰,166,1,,1,no,2018-03-09,121
28,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,161,4,,0,no,2018-03-09,122
39,산업노동자,미혼,중졸,없음,대출있음,대출있음,유선전화,9,1,,0,no,2018-03-09,123
42,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,211,3,6,2,yes,2018-03-09,124
35,공무원,결혼,대졸학사,없음,없음,없음,유선전화,12,1,,0,no,2018-03-09,125
31,회사원,결혼,석박사,없음,없음,없음,휴대폰,318,2,,0,yes,2018-03-09,126
60,은퇴,결혼,중졸,없음,없음,없음,휴대폰,143,2,15,2,no,2018-03-09,127
34,기술자,미혼,고졸,없음,대출있음,없음,휴대폰,140,3,,0,no,2018-03-09,128
31,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,239,3,,0,yes,2018-03-09,129
34,기술자,미혼,고졸,없음,없음,없음,휴대폰,205,3,6,3,yes,2018-03-09,130
45,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,111,2,,1,no,2018-03-09,131
34,기술자,미혼,고졸,없음,없음,없음,휴대폰,200,2,,0,no,2018-03-09,132
44,은퇴,미혼,전문학교,없음,없음,없음,휴대폰,2035,4,,0,yes,2018-03-09,133
33,학생,결혼,석박사,없음,대출있음,없음,휴대폰,265,3,3,4,yes,2018-03-09,134
45,회사원,이혼,고졸,없음,대출있음,대출있음,유선전화,8,1,,0,no,2018-03-09,135
34,기업가,결혼,석박사,없음,없음,없음,유선전화,6,1,,0,no,2018-03-09,136
58,자영업자,결혼,대졸학사,없음,없음,없음,휴대폰,326,4,6,3,yes,2018-03-09,137
26,학생,미혼,전문학교,없음,없음,없음,휴대폰,95,3,,3,no,2018-03-10,138
54,공무원,결혼,전문학교,없음,없음,없음,휴대폰,171,3,,1,no,2018-03-10,139
36,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,212,7,6,1,no,2018-03-10,140
40,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,173,6,,1,no,2018-03-10,141
39,회사원,미혼,대졸학사,없음,대출있음,대출있음,유선전화,45,1,,0,no,2018-03-10,142
33,회사원,이혼,전문학교,없음,없음,없음,유선전화,107,1,,0,no,2018-03-10,143
34,회사원,미혼,전문학교,없음,미확인,미확인,유선전화,22,1,,0,no,2018-03-10,144
29,서비스종사자,미혼,대졸학사,없음,대출있음,없음,유선전화,6,1,,0,no,2018-03-10,145
49,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,4,1,,0,no,2018-03-12,146
45,자영업자,이혼,석박사,없음,대출있음,없음,유선전화,5,1,,1,no,2018-03-12,147
30,회사원,미혼,석박사,없음,없음,없음,유선전화,10,1,,0,no,2018-03-12,148
72,은퇴,이혼,대졸학사,없음,없음,없음,휴대폰,220,16,,1,no,2018-03-12,149
26,산업노동자,결혼,석박사,없음,미확인,미확인,유선전화,11,1,,0,no,2018-03-12,150
33,미취업자,미혼,고졸,없음,대출있음,없음,유선전화,5,1,,0,no,2018-03-12,151
22,학생,미혼,고졸,없음,없음,없음,유선전화,26,1,,0,no,2018-03-12,152
28,학생,미혼,대졸학사,없음,대출있음,없음,유선전화,6,1,,0,no,2018-03-12,153
30,기술자,결혼,석박사,없음,없음,없음,유선전화,5,1,0,4,no,2018-03-12,154
35,기업가,결혼,고졸,없음,대출있음,없음,유선전화,17,1,,0,no,2018-03-13,155
58,산업노동자,결혼,전문학교,없음,대출있음,없음,유선전화,4,1,,0,no,2018-03-13,156
27,회사원,미혼,전문학교,없음,없음,없음,유선전화,3785,1,,0,no,2018-03-13,157
49,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,26,1,,0,no,2018-03-13,158
21,서비스종사자,미혼,미확인,없음,대출있음,없음,유선전화,28,1,,0,no,2018-03-13,159
27,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,36,1,,0,no,2018-03-13,160
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,193,1,,0,no,2018-03-13,161
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,343,1,,0,yes,2018-03-13,162
19,학생,미혼,전문학교,없음,미확인,미확인,휴대폰,1120,1,,0,yes,2018-03-13,163
33,산업노동자,결혼,석박사,없음,대출있음,없음,휴대폰,253,4,,0,yes,2018-03-13,164
31,회사원,미혼,전문학교,없음,없음,없음,휴대폰,241,1,,1,no,2018-03-13,165
76,은퇴,이혼,중졸,없음,없음,없음,휴대폰,185,1,,1,yes,2018-03-13,166
60,은퇴,결혼,전문학교,없음,대출있음,없음,휴대폰,443,2,,2,yes,2018-03-13,167
56,은퇴,결혼,대졸학사,없음,없음,없음,휴대폰,634,3,,1,yes,2018-03-13,168
58,은퇴,이혼,중졸,없음,없음,없음,유선전화,34,1,,0,no,2018-03-13,169
34,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,298,2,,0,no,2018-03-14,170
44,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,27,1,,0,no,2018-03-14,171
27,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,415,5,12,1,yes,2018-03-14,172
64,은퇴,결혼,석박사,없음,대출있음,없음,휴대폰,222,2,,0,yes,2018-03-14,173
72,은퇴,결혼,석박사,없음,없음,없음,휴대폰,1,1,,1,no,2018-03-14,174
34,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,161,1,18,2,no,2018-03-14,175
69,은퇴,결혼,전문학교,없음,대출있음,대출있음,휴대폰,840,1,6,2,yes,2018-03-14,176
33,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,269,1,,0,yes,2018-03-14,177
37,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,729,1,,1,yes,2018-03-14,178
24,학생,미혼,미확인,없음,대출있음,없음,휴대폰,300,1,5,1,yes,2018-03-14,179
24,학생,미혼,미확인,없음,대출있음,없음,휴대폰,222,1,17,4,no,2018-03-14,180
60,회사원,이혼,석박사,없음,대출있음,없음,휴대폰,481,1,,1,yes,2018-03-14,181
71,은퇴,결혼,전문학교,없음,없음,없음,휴대폰,222,1,,0,no,2018-03-14,182
59,회사원,결혼,대졸학사,없음,없음,대출있음,휴대폰,193,1,3,1,yes,2018-03-14,183
45,산업노동자,미혼,전문학교,없음,대출있음,대출있음,휴대폰,327,1,,0,yes,2018-03-15,184
24,학생,미혼,미확인,없음,대출있음,없음,휴대폰,191,2,,3,no,2018-03-15,185
24,학생,미혼,미확인,없음,대출있음,대출있음,유선전화,663,1,10,1,no,2018-03-15,186
37,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,265,2,6,2,yes,2018-03-15,187
70,은퇴,이혼,석박사,없음,대출있음,없음,유선전화,380,4,,0,no,2018-03-15,188
34,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,691,2,,0,no,2018-03-15,189
29,자영업자,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,95,2,,0,no,2018-03-15,190
24,학생,미혼,미확인,없음,대출있음,없음,휴대폰,367,1,,2,no,2018-03-15,191
37,회사원,결혼,대졸학사,없음,없음,없음,유선전화,150,1,,0,no,2018-03-15,192
22,학생,미혼,전문학교,없음,없음,없음,휴대폰,369,3,5,1,yes,2018-03-16,193
45,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,293,2,3,2,yes,2018-03-16,194
81,은퇴,이혼,중졸,없음,없음,없음,휴대폰,532,2,7,1,yes,2018-03-16,195
33,기술자,미혼,석박사,없음,없음,없음,휴대폰,425,1,,0,no,2018-03-16,196
71,은퇴,결혼,전문학교,없음,대출있음,없음,유선전화,232,1,,2,no,2018-03-16,197
30,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,20,1,,0,no,2018-03-16,198
35,서비스종사자,결혼,대졸학사,없음,대출있음,없음,유선전화,8,1,,0,no,2018-03-16,199
58,은퇴,결혼,중졸,없음,대출있음,없음,유선전화,7,1,,0,no,2018-03-16,200
44,산업노동자,결혼,검정고시,없음,대출있음,없음,유선전화,10,1,,0,no,2018-03-16,201
26,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,4,1,,0,no,2018-03-16,202
47,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,281,2,,1,no,2018-03-16,203
55,공무원,이혼,대졸학사,없음,대출있음,없음,휴대폰,1440,1,,1,yes,2018-03-17,204
39,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,291,3,,0,yes,2018-03-17,205
60,은퇴,결혼,대졸학사,없음,없음,없음,휴대폰,529,2,6,1,yes,2018-03-17,206
32,서비스종사자,미혼,대졸학사,없음,없음,없음,휴대폰,128,3,,2,no,2018-03-17,207
38,기술자,결혼,대졸학사,없음,대출있음,없음,유선전화,173,1,,3,no,2018-03-17,208
47,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,362,1,17,2,yes,2018-03-19,209
57,회사원,결혼,고졸,없음,없음,없음,휴대폰,114,2,,1,no,2018-03-19,210
51,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,97,6,6,4,no,2018-03-19,211
78,은퇴,이혼,전문학교,없음,없음,없음,휴대폰,238,1,,2,no,2018-03-19,212
32,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,154,1,,0,no,2018-03-19,213
60,은퇴,결혼,대졸학사,없음,없음,없음,휴대폰,799,2,,0,yes,2018-03-19,214
32,서비스종사자,미혼,대졸학사,없음,대출있음,없음,휴대폰,404,1,6,3,yes,2018-03-19,215
32,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,150,2,10,3,yes,2018-03-19,216
39,공무원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,206,7,,1,no,2018-03-19,217
43,미취업자,결혼,고졸,없음,없음,없음,휴대폰,270,2,9,1,yes,2018-03-19,218
67,은퇴,결혼,석박사,없음,없음,없음,휴대폰,116,2,,0,no,2018-03-19,219
49,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,110,6,,3,no,2018-03-19,220
57,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,277,2,6,2,yes,2018-03-19,221
59,서비스종사자,결혼,석박사,없음,대출있음,없음,휴대폰,251,3,2,4,no,2018-03-19,222
51,미취업자,결혼,전문학교,없음,대출있음,대출있음,휴대폰,240,3,,0,no,2018-03-19,223
31,회사원,미혼,전문학교,없음,없음,없음,휴대폰,252,2,3,2,yes,2018-03-20,224
34,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,120,1,6,3,no,2018-03-20,225
30,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,789,2,,0,no,2018-03-20,226
34,기술자,결혼,석박사,없음,미확인,미확인,휴대폰,126,1,6,4,no,2018-03-20,227
51,미취업자,결혼,전문학교,없음,미확인,미확인,유선전화,228,1,,2,no,2018-03-20,87
46,회사원,결혼,고졸,없음,미확인,미확인,휴대폰,490,3,,4,no,2018-03-20,88
30,회사원,미혼,전문학교,없음,없음,없음,휴대폰,219,3,6,1,yes,2018-03-20,89
75,은퇴,결혼,고졸,없음,없음,없음,유선전화,543,9,,1,no,2018-03-20,90
51,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,841,2,,2,yes,2018-03-20,91
28,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,387,2,6,3,no,2018-03-20,92
25,학생,미혼,대졸학사,없음,대출있음,대출있음,유선전화,131,1,,0,no,2018-03-20,93
34,미취업자,결혼,대졸학사,없음,없음,없음,휴대폰,109,3,,1,no,2018-03-20,94
22,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,194,2,,3,yes,2018-03-20,95
33,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,369,3,,0,yes,2018-03-21,96
20,산업노동자,미혼,중졸,없음,없음,없음,유선전화,36,1,,0,no,2018-03-21,97
43,기업가,결혼,대졸학사,없음,없음,없음,휴대폰,255,1,3,1,yes,2018-03-21,98
58,기업가,결혼,전문학교,없음,없음,없음,휴대폰,145,1,,2,no,2018-03-21,99
88,은퇴,결혼,중졸,없음,없음,없음,휴대폰,127,2,,0,no,2018-03-21,100
58,기업가,결혼,전문학교,없음,대출있음,없음,휴대폰,198,1,,1,no,2018-03-21,101
34,서비스종사자,이혼,전문학교,없음,대출있음,없음,유선전화,11,1,,1,no,2018-03-21,102
76,은퇴,결혼,중졸,없음,대출있음,없음,휴대폰,136,1,,2,no,2018-03-21,103
34,미취업자,결혼,대졸학사,없음,대출있음,없음,유선전화,113,5,,0,no,2018-03-21,104
35,회사원,결혼,전문학교,없음,없음,없음,휴대폰,415,1,,2,yes,2018-03-22,105
32,회사원,결혼,전문학교,없음,미확인,미확인,휴대폰,908,1,6,4,yes,2018-03-22,106
34,회사원,결혼,대졸학사,없음,없음,대출있음,휴대폰,250,3,,0,yes,2018-03-22,107
27,서비스종사자,미혼,전문학교,없음,없음,대출있음,유선전화,35,1,,0,no,2018-03-22,108
34,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,125,2,,0,no,2018-03-22,109
88,은퇴,결혼,중졸,없음,대출있음,없음,휴대폰,213,7,,0,no,2018-03-22,110
30,서비스종사자,미혼,대졸학사,없음,대출있음,없음,유선전화,8,1,,0,no,2018-03-22,111
47,기술자,결혼,검정고시,없음,없음,없음,휴대폰,164,2,6,3,no,2018-03-22,112
24,산업노동자,미혼,전문학교,없음,대출있음,없음,휴대폰,202,1,,3,no,2018-03-22,113
39,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,791,3,,0,no,2018-03-23,114
88,은퇴,결혼,중졸,없음,없음,없음,휴대폰,272,1,,0,no,2018-03-23,115
66,은퇴,결혼,미확인,없음,없음,없음,휴대폰,667,1,,1,no,2018-03-23,116
85,은퇴,결혼,중졸,없음,없음,없음,휴대폰,728,1,3,2,yes,2018-03-23,117
89,은퇴,이혼,중졸,없음,대출있음,없음,휴대폰,314,1,,0,yes,2018-03-23,118
48,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,11,1,,0,no,2018-03-23,119
36,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,127,1,,2,no,2018-03-23,120
66,은퇴,결혼,미확인,없음,대출있음,없음,휴대폰,1394,2,6,1,yes,2018-03-23,121
26,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,386,3,6,3,yes,2018-03-23,122
36,공무원,이혼,대졸학사,없음,없음,없음,휴대폰,190,3,6,1,yes,2018-03-23,123
36,공무원,이혼,대졸학사,없음,대출있음,없음,휴대폰,337,1,6,1,yes,2018-03-23,124
35,자영업자,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,179,1,,1,no,2018-03-24,125
26,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,355,1,,1,no,2018-03-24,126
26,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,201,1,,0,yes,2018-03-24,127
39,기업가,결혼,대졸학사,없음,대출있음,없음,휴대폰,120,3,,0,no,2018-03-24,128
66,은퇴,결혼,미확인,없음,없음,없음,휴대폰,332,5,,0,no,2018-03-24,129
86,은퇴,결혼,중졸,없음,대출있음,없음,휴대폰,288,3,,0,yes,2018-03-24,130
42,회사원,미혼,전문학교,없음,없음,없음,휴대폰,638,1,14,1,yes,2018-03-24,131
44,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,210,1,3,3,yes,2018-03-26,132
45,미취업자,결혼,전문학교,없음,없음,없음,휴대폰,213,4,6,2,no,2018-03-26,133
38,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,149,2,,1,no,2018-03-26,134
67,미확인,이혼,미확인,미확인,대출있음,없음,휴대폰,220,2,6,2,yes,2018-03-26,135
44,공무원,결혼,대졸학사,없음,없음,대출있음,휴대폰,127,1,,2,no,2018-03-26,136
30,공무원,결혼,대졸학사,없음,미확인,미확인,휴대폰,210,1,,1,no,2018-03-26,137
46,서비스종사자,결혼,대졸학사,없음,대출있음,없음,휴대폰,630,1,,0,yes,2018-03-26,138
32,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,830,2,,0,yes,2018-03-26,139
31,학생,미혼,미확인,없음,미확인,미확인,휴대폰,708,2,6,2,yes,2018-03-26,140
27,학생,이혼,미확인,없음,없음,없음,유선전화,9,1,,0,no,2018-03-26,141
28,공무원,미혼,대졸학사,없음,대출있음,없음,휴대폰,358,3,6,1,yes,2018-03-27,142
32,산업노동자,결혼,중졸,없음,없음,없음,유선전화,606,3,3,4,yes,2018-03-27,143
45,미취업자,결혼,전문학교,없음,없음,없음,휴대폰,1081,2,,0,yes,2018-03-27,144
26,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,9,1,,0,no,2018-03-27,145
80,은퇴,이혼,중졸,없음,대출있음,없음,유선전화,378,4,,0,no,2018-03-27,146
38,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,284,3,22,1,yes,2018-03-27,147
83,은퇴,이혼,중졸,없음,대출있음,없음,휴대폰,405,3,,0,no,2018-03-27,148
29,회사원,미혼,전문학교,없음,대출있음,없음,휴대폰,216,1,6,2,yes,2018-03-27,149
60,회사원,결혼,석박사,없음,대출있음,대출있음,휴대폰,261,1,6,1,yes,2018-03-27,150
45,미취업자,결혼,석박사,미확인,없음,없음,유선전화,1405,1,6,2,yes,2018-03-27,151
45,미취업자,결혼,석박사,미확인,없음,없음,휴대폰,679,1,,0,yes,2018-03-27,152
27,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,404,1,6,1,yes,2018-03-27,153
27,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,530,1,3,1,yes,2018-03-27,154
38,기술자,미혼,석박사,없음,없음,없음,휴대폰,430,4,,0,yes,2018-03-28,155
33,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,202,1,,0,yes,2018-03-28,156
58,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,156,1,,0,no,2018-03-28,157
37,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,209,1,3,4,yes,2018-03-28,158
33,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,761,1,,0,no,2018-03-28,159
65,기술자,결혼,석박사,없음,없음,없음,휴대폰,263,1,,0,no,2018-03-28,160
26,기술자,미혼,고졸,없음,대출있음,없음,휴대폰,305,1,,1,yes,2018-03-28,161
34,회사원,미혼,전문학교,없음,없음,없음,휴대폰,204,1,12,1,yes,2018-03-28,162
27,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,167,3,3,1,yes,2018-03-28,163
38,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,386,2,6,1,yes,2018-03-28,164
83,은퇴,이혼,중졸,없음,없음,없음,휴대폰,268,1,9,3,yes,2018-03-28,165
38,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,1,1,9,3,no,2018-03-28,166
24,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,1042,5,,3,yes,2018-03-28,167
29,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,110,4,6,1,no,2018-03-28,168
64,은퇴,이혼,중졸,없음,대출있음,대출있음,유선전화,211,2,6,2,yes,2018-03-28,169
29,기술자,미혼,석박사,없음,미확인,미확인,휴대폰,255,1,3,2,yes,2018-03-29,170
38,서비스종사자,미혼,전문학교,없음,없음,없음,휴대폰,256,2,,0,yes,2018-03-29,171
28,서비스종사자,미혼,전문학교,없음,대출있음,대출있음,유선전화,5,1,,0,no,2018-03-29,172
31,학생,미혼,미확인,없음,대출있음,없음,유선전화,69,1,,0,no,2018-03-29,173
32,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,175,2,,0,no,2018-03-29,174
27,공무원,미혼,대졸학사,없음,없음,없음,휴대폰,303,2,,0,no,2018-03-29,175
69,은퇴,결혼,중졸,없음,없음,없음,휴대폰,258,3,6,1,no,2018-03-29,176
29,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,157,7,3,5,no,2018-03-29,177
23,학생,미혼,고졸,없음,대출있음,대출있음,휴대폰,218,3,6,2,yes,2018-03-29,178
23,학생,미혼,고졸,없음,대출있음,없음,휴대폰,502,1,,1,no,2018-03-29,179
29,기술자,미혼,석박사,없음,없음,없음,휴대폰,273,3,,2,yes,2018-03-29,180
82,은퇴,결혼,대졸학사,미확인,없음,없음,휴대폰,81,3,3,4,no,2018-03-29,181
71,은퇴,결혼,전문학교,없음,없음,없음,휴대폰,363,1,,0,yes,2018-03-29,182
33,서비스종사자,결혼,석박사,없음,없음,없음,유선전화,5,1,,1,no,2018-03-29,183
31,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,5,1,,0,no,2018-03-29,184
31,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,10,1,,0,no,2018-03-30,185
27,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,13,1,,0,no,2018-03-30,186
50,주부,이혼,중졸,없음,없음,없음,유선전화,57,1,,0,no,2018-03-30,187
57,회사원,이혼,전문학교,없음,없음,없음,휴대폰,473,1,3,5,yes,2018-03-30,188
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,275,1,,5,no,2018-03-30,189
21,학생,미혼,미확인,없음,없음,없음,유선전화,9,1,,0,no,2018-03-30,190
25,공무원,미혼,대졸학사,없음,없음,없음,유선전화,5,1,,0,no,2018-03-30,191
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,706,1,6,1,no,2018-03-30,192
84,은퇴,이혼,미확인,미확인,없음,없음,휴대폰,333,1,3,2,yes,2018-03-30,193
39,공무원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,358,2,,0,yes,2018-03-30,194
82,주부,결혼,중졸,없음,없음,없음,유선전화,279,3,3,2,yes,2018-03-30,195
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,221,2,,1,yes,2018-03-30,196
86,은퇴,결혼,미확인,미확인,대출있음,대출있음,휴대폰,211,1,7,4,yes,2018-03-30,197
32,미취업자,결혼,전문학교,없음,없음,없음,유선전화,6,1,,1,no,2018-03-30,198
34,회사원,결혼,석박사,없음,대출있음,대출있음,휴대폰,409,1,,1,yes,2018-03-30,199
34,회사원,결혼,석박사,없음,없음,없음,휴대폰,230,1,3,3,yes,2018-03-31,200
31,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,194,1,,0,yes,2018-03-31,201
53,공무원,이혼,대졸학사,없음,없음,없음,휴대폰,404,2,3,2,yes,2018-03-31,202
61,공무원,결혼,석박사,없음,없음,없음,휴대폰,380,1,,0,no,2018-03-31,203
30,기술자,미혼,석박사,없음,미확인,미확인,유선전화,808,1,12,2,yes,2018-04-01,204
32,학생,미혼,전문학교,없음,없음,없음,휴대폰,407,2,3,1,no,2018-04-02,205
86,은퇴,결혼,미확인,미확인,대출있음,없음,휴대폰,340,1,,0,yes,2018-04-02,206
24,학생,미혼,전문학교,없음,대출있음,대출있음,휴대폰,251,2,6,2,yes,2018-04-02,207
52,회사원,결혼,석박사,없음,없음,대출있음,휴대폰,506,3,,0,yes,2018-04-02,208
60,은퇴,결혼,전문학교,없음,없음,없음,휴대폰,1640,1,,0,yes,2018-04-02,209
19,학생,미혼,중졸,없음,대출있음,없음,휴대폰,396,2,6,3,yes,2018-04-02,210
36,공무원,결혼,대졸학사,없음,미확인,미확인,휴대폰,331,1,6,4,yes,2018-04-02,211
33,기술자,결혼,대졸학사,없음,대출있음,없음,유선전화,161,1,,1,no,2018-04-02,212
23,학생,미혼,석박사,없음,대출있음,없음,휴대폰,316,1,8,2,yes,2018-04-02,213
60,은퇴,결혼,전문학교,없음,없음,없음,휴대폰,200,1,6,1,yes,2018-04-02,214
52,회사원,결혼,석박사,없음,없음,없음,휴대폰,953,2,,0,yes,2018-04-03,215
45,회사원,이혼,대졸학사,없음,없음,대출있음,유선전화,173,1,,0,no,2018-04-03,216
39,기업가,결혼,석박사,없음,없음,없음,유선전화,511,3,6,1,yes,2018-04-03,217
33,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,110,1,,1,no,2018-04-03,218
33,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,216,1,,0,yes,2018-04-03,219
23,학생,미혼,석박사,없음,없음,없음,휴대폰,213,2,15,1,yes,2018-04-03,220
34,회사원,결혼,전문학교,없음,없음,대출있음,휴대폰,214,2,,0,no,2018-04-03,221
35,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,7,1,,0,no,2018-04-03,222
19,학생,미혼,검정고시,없음,대출있음,없음,휴대폰,161,2,6,4,yes,2018-04-03,223
29,기술자,미혼,석박사,없음,없음,대출있음,유선전화,251,2,18,1,no,2018-04-03,224
37,회사원,결혼,대졸학사,없음,없음,대출있음,휴대폰,173,1,,0,yes,2018-04-03,225
36,미취업자,미혼,전문학교,없음,대출있음,없음,휴대폰,225,1,3,1,yes,2018-04-03,226
82,은퇴,이혼,중졸,없음,대출있음,없음,휴대폰,143,2,,1,yes,2018-04-03,227
25,학생,미혼,전문학교,없음,대출있음,없음,휴대폰,574,3,,0,yes,2018-04-04,87
41,회사원,결혼,미확인,없음,대출있음,없음,휴대폰,228,1,,1,no,2018-04-04,88
31,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,193,1,,0,yes,2018-04-04,89
33,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,463,1,,0,yes,2018-04-04,90
23,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,270,3,,1,yes,2018-04-04,91
24,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,303,1,,1,yes,2018-04-04,92
56,회사원,결혼,고졸,없음,대출있음,대출있음,휴대폰,319,1,,0,yes,2018-04-04,93
77,은퇴,결혼,중졸,없음,대출있음,없음,휴대폰,190,1,,0,yes,2018-04-04,94
33,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,234,1,,0,no,2018-04-04,95
33,기술자,결혼,미확인,없음,대출있음,대출있음,휴대폰,414,1,9,3,yes,2018-04-04,96
19,학생,미혼,검정고시,없음,대출있음,대출있음,휴대폰,452,5,13,1,yes,2018-04-04,97
38,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,79,2,,0,no,2018-04-04,98
29,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,147,3,,0,no,2018-04-04,99
23,학생,미혼,고졸,없음,대출있음,없음,휴대폰,954,1,,0,yes,2018-04-04,100
30,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,327,2,,0,yes,2018-04-04,101
36,기술자,결혼,대졸학사,없음,미확인,미확인,휴대폰,1334,2,,0,yes,2018-04-05,102
34,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,152,2,,0,no,2018-04-05,103
34,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,294,4,10,3,yes,2018-04-05,104
34,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,285,3,,1,yes,2018-04-05,105
26,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,374,1,,0,yes,2018-04-05,106
41,공무원,이혼,대졸학사,없음,없음,없음,휴대폰,164,5,3,3,yes,2018-04-05,107
36,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,328,1,,1,yes,2018-04-05,108
26,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,284,3,,1,yes,2018-04-05,109
34,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,155,4,,1,no,2018-04-05,110
34,기술자,미혼,대졸학사,없음,없음,대출있음,유선전화,231,1,,0,yes,2018-04-05,111
31,서비스종사자,미혼,전문학교,없음,대출있음,없음,휴대폰,336,2,6,1,yes,2018-04-05,112
